id,question
3364,What historical significance does the Zbaraski Palace hold in Kraków's Old Town area?
3364,Can you tell me about the architectural styles that have influenced the design of the Zbaraski Palace over the years?
3364,"How has the ownership of the Zbaraski Palace changed throughout its history, and who were some notable residents?"
3364,What were the major renovations that the Zbaraski Palace underwent in the late 19th century?
3364,Is the Zbaraski Palace home to any cultural institutions or events today?
3365,Can you tell me more about the size and layout of Bieńczyckie Planty park in Kraków?
3365,"What streets form the boundaries of Bieńczyckie Planty park, and how long is it overall?"
3365,"In which district is Bieńczyckie Planty located, and how does it separate different neighborhoods?"
3365,Are there any notable features or landmarks within Bieńczyckie Planty park that I should look out for?
3365,What recreational activities can I enjoy while visiting Bieńczyckie Planty park in Kraków?
3370,What is the historical significance of St. George's Chapel within Wawel Castle?
3370,Can you tell me about the architectural features of the chapel dating back to its initial construction?
3370,"When was St. George's Chapel first mentioned in historical records, and how has its purpose evolved over the years?"
3370,"What happened to the chapel during the Austrian rule, and what are the plans for its reconstruction?"
3370,Are there any parts of the chapel currently visible that were excavated after World War II?
3372,"What can you tell me about the history of the Bastion V ""Lubicz"" and its construction dates?"
3372,Is there any significant information about the fort's role during World War II?
3372,"How did the bastion change over the years, particularly concerning its modernization and usage after its initial completion?"
3372,I heard that conservation work was completed in December 2008—what was done during this reconstruction?
3372,"Can you describe the layout and design features of the bastion, including its structural elements like the ravelin and ditch?"
3373,Can you tell me about the historical significance of the New Ratusz in Podgórze?
3373,What are the wheelchair accessibility options available at the Dawny ratusz miasta Podgórza?
3373,"Where exactly is the Dawny ratusz located in Kraków, and how can I find it?"
3373,Is there any information available about the architectural style of the New Ratusz building?
3373,What surrounding areas or attractions are close to the Dawny ratusz miasta Podgórza?
3374,What are the main features of Tenczyński Landscape Park and what type of environment can visitors expect to find there?
3374,Could you provide information about the different types of forests that exist within Tenczyński Park?
3374,Are there specific plant and animal species that are protected within the park?
3374,What is the history behind Tenczyński Landscape Park and when was it established?
3374,Can you explain the geographical area that the park covers and the regions it includes?
3375,What activities can I enjoy while visiting Bielany-Tyniec Landscape Park?
3375,Could you tell me more about the natural features of Bielany-Tyniec Landscape Park?
3375,Is Bielany-Tyniec Landscape Park suitable for hiking or walking trails?
3375,What type of wildlife might I encounter in Bielany-Tyniec Landscape Park?
3375,Is there any information available about the establishment and history of Bielany-Tyniec Landscape Park?
3378,What historical significance do the remaining sections of the city walls hold in relation to Kraków's past?
3378,Can you explain the key features of the defensive structures found along the old city walls?
