phone,cemetery,emergency,opening_hours,website,pets_allowed,geometry,historic,wiki_summary_en,postal_code,toilets,natural,description,visiting_time,leisure,tourism,public_transport,brand,alt_name,amenity,reservation,attraction,highchair,parking,swimming_pool,contact:phone,community_centre,addr:street,contact:twitter,social_facility,contact:facebook,zoo,email,wheelchair,cuisine,contact:website,internet_access,opening_hours:reception,guest_house,addr:city,contact:instagram,image,location,outdoor_seating,museum,takeaway,smoking,all_names_concat
,,,,,,POINT (19.9435052 50.0698876),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,mediterranean;falafel,,,,,,,,,,,,,Sheikh Falafel
+48 12 633 05 76,,,"Mo-Fr 7:30-18:00, Sa-Su 9:00-18:00",https://lupinka.pl/,,POINT (19.9430057 50.0715426),,,,,,,,,,,,,cafe,,,,,,,,,,,,,,yes,,,wlan,,,,,,,,,,no,Łupinka
,,,,,,POINT (19.9385454 50.0317599),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mo-Su 12:00-22:00,https://www.currytandoorhouse.pl/,,POINT (19.948805 50.008091),,,,,,,,,,,,,restaurant,,,,,,,,Porucznika Jerzego Halszki,,,,,,,indian,,,,,Kraków,,,,,,yes,,Curry & Tandoor House
,,,,,,POINT (19.9433172 50.0531511),,,,,,,,,,,,,fast_food,,,,,,,,Józefa Dietla,,,,,,,korean,,,,,Kraków,,,,,,,,Lala Seoul
,,,"Mo-Th 10:00-23:00; Fr,Sa 10:00-24:00, Su 10:00-23:00",,,POINT (19.8988497 50.0739105),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,Piazza Toscana
795 573 707,,,,,,POINT (19.9224354 50.0321212),,,,,,,,,,,,,restaurant,,,,,,,,Kobierzyńska,,,,,,,pizza,,,,,Kraków,,,,,,,,Pizza Accanto
+48781522809,,,Mo-Su 11:00-22:00,,,POINT (19.9193759 50.029467),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,pizza,,,,,,,,,no,,only,,Pizzeria u Teściowej
,,,,,,POINT (20.0151861 50.0705915),,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karczma Pod Gąską
,,,Mo-Fr 10:00-18:00; Sa 10:00-16:45; Su 10:00-16:45,https://obiady-zota-rybka.business.site/,,POINT (19.8882601 50.0814432),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Złota Rybka
,,,Mo-Fr 09:00-17:00,,,POINT (20.0308876 50.077974),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,Kraków,,,,no,,,,Bar Mleczny Północny
,,,,,,POINT (19.9196611 50.0753712),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,asian,,,,,,,,,,,,,Kuchnia Azjatycka
,,,Mo-Su 11:00-23:00,https://www.kuchniaubabcimaliny.pl/nasze-restauracje/krakow-ul-szpitalna-38.html,,POINT (19.9420566 50.0641957),,,,,,,,,,,,,restaurant,,,,,,,,Szpitalna,,,,,,,regional,,wlan,,,Kraków,,,,no,,,,U Babci Maliny
+48124227601,,,"Mo-Fr 11:00-23:00; Sa,Su 12:00-23:00",http://kuchniaubabcimaliny.pl/restauracja/krakow-slawkowska-17/,,POINT (19.9384744 50.0645013),,,,,,,,,,,,,restaurant,,,,,,,,Sławkowska,,,,,,,regional,,,,,,,,,,,,,U Babci Maliny
,,,,,,POINT (19.9458495 50.0586375),,,,,,,,,,,,,ice_cream,,,,,,,,Wielopole,,,,,,,,,,,,Kraków,,,,,,,,Ice Bar
+48 732 563 888,,,Mo-Fr 11:00-21:00; Sa 11:00-21:00; Su 12:00-21:00,http://www.pomodorino.pl,,POINT (19.9411989 50.0351346),,,,,,,,,,,,,restaurant,,,,,,,,Bonarka,,,,,,,vietnamese,,,,,Kraków,,,,,,,,VietHome
,,,Mo-Sa 10:00-21:00; Su 11:00-21:00,,,POINT (20.0291852 50.0737576),,,,yes,,,,,,,,,restaurant,,,,,,,,,,,,,,limited,asian,,,,,,,,,no,,,no,Bar Orientalny
,,,Mo-Fr 08:00-16:30,,,POINT (20.0502439 50.0759117),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamix
,,,"Su-Th 12:00-21:00; Fr,Sa 12:00-22:00",,,POINT (20.0182334 50.0857015),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,Restauracja Wanda
,,,,,,POINT (20.0340692 50.0749147),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,kebab,,,,,,,,,,,,,Dian Kebab House
,,,,,,POINT (20.0423584 50.0741343),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,asian,,,,,,,,,no,,,no,Bar Orientalny
,,,Tu-Su 15:00-23:00,https://www.facebook.com/Pod-Zlotym-Lisciem-Restauracja-211100625572389/,,POINT (19.9990071 50.0951359),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,Pod Złotym Liściem
,,,Mo-Fr 09:00-17:00,,,POINT (20.0462783 50.069428),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,no,regional,,,,,Kraków,,,,no,,,no,Bar Mleczny Szkolny
,,,Mo-Su 11:00-20:00,,,POINT (20.0298989 50.0803954),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no
,,,,,,POINT (19.9436673 50.059241),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bom Fogo
,,,,,,POINT (19.9434707 50.0588963),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jadłodajnia u Sztygara
,,,,,,POINT (20.0120658 50.0688467),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,dumplings,,,,,,,,,,,,,Prima
,,,Mo-Su 12:00-22:00; ,https://www.pizzeriakliny.pl/,,POINT (19.9123803 50.0000459),,,,,,,,,,,,,restaurant,,,,,,+48 12 264 51 55,,Zawiszy,,,,,,yes,pizza,,,,,Kraków,,,,,,,,Pizzeria Kliny
,,,,,,POINT (19.8969244 50.0071506),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,burger,,,,,,,,,,,,,
,,,"Mo-Fr 16:00-23:00; Sa,Su 12:00-23:00",,,POINT (19.8644068 50.0651581),,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amnezja
,,,,http://www.santorinikrakow.pl/,,POINT (20.0482923 50.0821399),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,hotel@santorinikrakow.pl,,,,wlan,,,,,,,,,,,Restauracja Santorini
,,,Mo-Fr 08:00-18:00; Sa 09:00-16:00; Su 10:00-16:00,,,POINT (19.9998223 50.0403206),,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jadłodajnia ""Mała chatka"""
+48 12 655 60 42,,,Mo-Su 12:00-22:00,https://martello.com.pl/,,POINT (19.9456515 50.0123449),,,,,,,,,,,,,restaurant,,,,,,,,Chmielna,,,martello.krakow,,,limited,italian_pizza;polish,,,,,Kraków,,,,,,,,Martello
,,,Mo-Su 11:00-24:00,,,POINT (19.9744727 50.0344214),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,pizza,,,,,,,,,,,,,Pizzeria Piotruś Pan
,,,Mo-Sa 11:00-21:00,,,POINT (19.9728926 50.0337204),,,,,,,,,,,,,bar,,,,,,,,Dworcowa,,,,,,,,,,,,Kraków,,,,yes,,,outside,Pijalnia
,,,,,,POINT (19.9323825 50.0146678),,,,,,,,,,,,,food_court,,,,,,,,Zakopiańska,,,,,,,,,,,,Kraków,,,,no,,,,no
,,,Mo-Su 11:00-20:00,https://www.facebook.com/LodyLody-Nowa-Huta-102063521994636/,,POINT (20.0276274 50.0788643),,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,yes,,,,,,,,,,no,,,no,LodyLody
,,,,,,POINT (19.9290639 50.0289636),,,,,,,,,,,,,fast_food,,,,,,,,Borsucza,,,,,,,,,,,,Kraków,,,,,,,,Pizza Polska
,,,Mo-Fr 09:00-17:00; Sa 07:00-16:00; Su 08:00-15:00,,,POINT (19.9668012 50.0583447),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,no,regional,,,,,,,,,yes,,,,Jutrzenka
,,,,,,POINT (19.9519117 50.0448991),,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kejzer
,,,Mo-Su 12:00-22:00,,,POINT (19.9503328 50.0450686),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,Gąska
515922890,,,Mo-Fr 10:00-22:00; Sa-Su 11:00-22:00,,,POINT (19.9478084 50.0454063),,,,,,,,,,,,,restaurant,,,,,,,,Kazimierza Brodzińskiego,,,,,,,asian;thai,,,,,,,,,,,,,Me Thai
,,,,,,POINT (19.948399 50.0458191),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,french,,,,,,,,,yes,,,,Zakładka
,,,"Mo-Fr 08:00-18:00; Sa,Su 09:00-16:00",,,POINT (19.9529387 50.0449312),,,,,,,,,,,,,restaurant,,,,,,,,Bolesława Limanowskiego,,,,,,,regional,,,,,Kraków,,,,,,,,Bar mleczny Krakus
,,,"Su-Th 11:00-22:00; Fr,Sa 11:00-23:00",,,POINT (19.9520732 50.0451425),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,italian,,,,,,,,,,,,,Pizzeria Delecta
,,,,https://www.facebook.com/LuktungKrk,,POINT (19.9484281 50.0446373),,,,,,,,,,,,,restaurant,,,,,,,,Rynek Podgórski,,,,,,yes,asian,,,,,,,,,,,,,Luktung
,,,Su-Th 09:00-01:00; Fr-Sa 09:00-03:00,,,POINT (19.949222 50.0461728),,,,,,,,,,,,,pub,,,,,,,,Nadwiślańska,,,,,,no,,,wlan,,,,,,,yes,,,,Drukarnia
,,,,,,POINT (19.949197 50.0458298),,,,,,,,,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Pod Lwem
,,,Mo-Th 08:30-22:00; Fr 08:30-22:00; Sa 09:30-23:00; Su 09:30-21:00,,,POINT (19.9492311 50.0459891),,,,,,,,,,,,,bar,,,,,,,,Nadwiślańska,,,,,,no,,,,,,,,,,yes,,,,Cawa Cafe & Wine
,,,Mo-Fr 09:00-18:00; Sa 09:00-15:00,,,POINT (19.9465609 50.0432686),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,zapiekanki z pieca
,,,,http://www.albotak.pl/,,POINT (19.9406326 50.061096),,,,yes,,,,,,,,,pub,,,,,,,,Mały Rynek,,,,,,,,,,,,Kraków,,,,,,,yes,Cafe Albo Tak
+48 124 214 756,,,,https://www.indiamasala.pl/,,POINT (19.9406908 50.061283),,,,,,,,,,,,Authentic Indian Cuisine,restaurant,,,,,,,,Mały Rynek,,,,,,,indian,,,,,,,,,yes,,,,India Masala Kraków;Authentic Indian Cuisine
,,,,,,POINT (19.9426445 50.0621065),,,,,,,,,,,,,restaurant,,,,,,,,Świętego Tomasza,,,,,,,greek,,,,,Kraków,,,,,,,,Café Filo
,,,Mo-Fr 10:00-17:00; Sa 12:00-16:00; Su off,,,POINT (19.9662117 50.0460877),,,,,,,,,,,,,restaurant,,,,,,,,Jana Dekerta,,,,,,no,regional,,,,,Kraków,,,,,,,,Mateo
,,,Mo-Su 12:00-22:00,,,POINT (19.8920166 50.077989),,,,,,,,,,,,,restaurant,,,,,,,,Stańczyka,,,,,,yes,italian,,,,,Kraków,,,,,,,,Fabryka Pizzy
,,,,,,POINT (19.8953182 50.0796789),,,,,,,,,,,,,fast_food,,,,,,,,Bronowicka,,,,,,,burger,,,,,Kraków,,,,,,,,Dobra Buła
,,,,https://www.hotelfelix.pl/restauracja,,POINT (20.0281009 50.0882081),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restauracja Felix
,,,,,,POINT (19.9255297 50.0396261),,,,,,,,,,,,,restaurant,,,,,,,,Kapelanka,,,,,,,,,,,,Kraków,,,,,,,,Hoang Hai
,,,,,,POINT (19.9459178 50.0512967),,,,,,,,,,,,,pub,,,,,,,,Izaaka,,,,,,,,,,,,,,,,,,,,Kraina Szeptów;Singer
,,,"Mo-Fr 09:30-22:00; Sa,Su 10:00-22:00",,,POINT (19.9440231 50.0587031),,,,,,,,,,,,,cafe,,,,,,,,Wielopole,,,,,,,coffee_shop,,wlan,,,Kraków,,,,,,,,Pasjo Cafe
,,,"Mo-We 07:00-19:00; Th,Fr 07:00-21:00; Sa 08:00-21:00; Su 08:00-20:00",,,POINT (19.9306782 50.0634037),,,,,,,,,,,,,cafe,,,,,,,,Krupnicza,,,,,,no,,,wlan,,,Kraków,,,,,,,,Karma
,,,Mo-Fr 08:00-15:00,,,POINT (19.9918346 50.0795634),,,,,,,,,,,,,restaurant,,,,,,+48 572 478 411,,Profesora Michała Życzkowskiego,,,,,zyczykowskiego23@sam.pl,,,https://www.eatingpoint.pl,,,,,,,,,,,outside,Sam
+48504223968,,,Mo-Fr 09:00-16:00,,,POINT (19.9941842 50.0793603),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,Qlinaria
,,,,,,POINT (19.8780018 50.0807314),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizzeria Mefisto
,,,"Mo-Fr 06:00-20:00; Sa,Su 08:00-20:00",https://www.instagram.com/bunbakery.krakow/,,POINT (19.9279841 50.0636916),,,,,,,,,,,,,cafe,,,,,,,,Dolnych Młynów,,,,,,,,,,,,Kraków,,,,,,,,Bun Bakery
+48 122630066,,,"Mo-Fr 12:00-18:00; Sa,Su 12:00-17:00","http://www.glebiasmaku.pl/krakow/681,Miedzy_Nami,restauracja.html",,POINT (19.920802 50.0269095),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,kontakt@miedzy-nami.pl,yes,,,,,,,,,,,,,no,Między-Nami
,,,Mo-Fr 08:00-21:00; Sa 09:00-19:00; Su 10:00-18:00,,,POINT (19.9201026 50.0668236),,,,,,,,,,,,,cafe,,,,,,,,Czarnowiejska,,,,,,no,,,,,,Kraków,,,,,,,,Obieżyświat Resto Bar
,,,,,,POINT (19.9391931 50.0599719),,,,,,,,,,,,,restaurant,,,,,,,,Stolarska,,,,,,,,,,,,Kraków,,,,,,,,Ambasada Śledzia
,,,"Mo-Su 11:00-22:00; Fr,Sa 11:00-23:00",https://www.chlopskiejadlo.pl/pl/krakow-grodzka/,,POINT (19.9369851 50.0597292),,,,,,,,,,,,,restaurant,,,,,,,,Grodzka,,,,,,,polish,,,,,Kraków,,,,,,,,Chłopskie Jadło
,,,,,,POINT (19.9433384 50.0585843),,,,,,,,,,,,,restaurant,,,,,,,,Starowiślna,,,,,,,asian,,,,,Kraków,,,,,,,,Hoan Kiem
,,,Mo-Fr 08:00-17:00,,,POINT (20.0045495 50.0634698),,,,,,,,,,,,,fast_food,,,,,,,,Centralna,,,,,,,,,,,,Kraków,,,,,,,,Bar Anja
,,,,,,POINT (19.9226691 50.0665691),,,,,,,,,,,,,cafe,,,,,,,,Karola Szymanowskiego,,,,,,,,,,,,Kraków,,,,,,,,Spodek
,,,Mo-Sa 10:00-18:00; Su 10:00-18:00,https://kwantbistro.pl/radzikowskiego/,,POINT (19.8959829 50.0855197),,,,,,,,,,,,,restaurant,,,,,,,,Walerego Eliasza Radzikowskiego,,,,,,,pizza;regional,,,,,Kraków,,,,yes,,yes,,Kwant Bistro
,,,Mo-Su 08:00-20:00,,,POINT (19.9278694 50.0639685),,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban Coffee
,,,Mo-Su 08:00-18:00,,,POINT (19.9284039 50.0636129),,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,damkacafeandbakery,,,yes,,,,Damka
+48506150726,,,Mo-Su 07:00-23:00,https://greencaffenero.pl/,,POINT (19.9289423 50.0636999),,,,,,,,,,,Green Caffè Nero,,cafe,,,,,,,,Krupnicza,,,,,,,coffee_shop,,,,,Kraków,,,,yes,,yes,,Green Caffè Nero
,,,,,,POINT (19.9317239 50.0634251),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,yes,,,,,,,,,,no,,only,,Al Baba
,,,"Su-Th 09:00-22:00; Fr,Sa 09:00-23:00",https://veganic.restaurant/,,POINT (19.9297069 50.0660987),,,,,,,,,,,,,restaurant,,,,,,,,Karmelicka,,,https://www.facebook.com/veganic.restaurant/,,,no,,,,,,Kraków,https://www.instagram.com/veganic.restaurant/,,,,,,,Veganic
+48 12 423 32 33,,,,,,POINT (19.9298899 50.066526),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,polish,,,,,,,,,,,,,Piwnice Pałacu Pokutyńskich
,,,Mo-Fr 08:00-19:00; Sa 09:00-17:00; Su 10:00-17:00,,,POINT (19.9276529 50.063957),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,no,polish,,,,,,,,,no,,,,"Bar Mleczny ""Miła"""
,,,Mo-Su 08:00-17:00,,,POINT (19.9274997 50.0652812),,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Green Salad Cafe
,,,Mo-Sa 08:30-21:00; Su 10:00-21:00,,,POINT (19.9326316 50.0640193),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,italian,,,,,,,,,,,,,Avanti
+48124325500,,,Mo-Su 09:00-21:00,,,POINT (19.9319239 50.0647616),,,,,,,,,,,,,fast_food,,,,,,,,Karmelicka,,,,,,,regional,,,,,,,,,,,,,Bar na rogu Kuchnia Polska;Bar na Rogu Polish Cuisine
,,,,https://cafedym.pl/,,POINT (19.9388537 50.0629881),,,,,,,,,,,,,pub,,,,,,,,Świętego Tomasza,,,,,,yes,,,,,,,,,,,,,,Dym
,,,,,,POINT (19.927706 50.0669601),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zielona Kuchnia
,,,"Tu-Th 16:00-01:00, Sa 15:00-03:00, Su 14:00-01:00; Mo off",,,POINT (19.9328236 50.0638197),,,,,,,,,,,,,restaurant,,,,,,,,Karmelicka,,,,,,,,,,,,Kraków,,,,,,,,Dutchpoint
,,,"Mo-Su,PH 10:00-22:00",,,POINT (19.8993938 50.0206785),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oregano
,,,,,,POINT (19.9150124 50.0728893),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,Bar Królewski
,,,Mo-Su 11:00-20:20,,,POINT (19.9156061 50.0709715),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,chinese,,,,,,,,,,,,,Phnong-Dong
+48124226921,,,Mo-Fr 10:00-21:30; Sa-Su 11:00-21:00,,,POINT (19.9570054 50.0668483),,,,,,,,,,,,,restaurant,,,,,,,,Aleksandra Lubomirskiego,,,,,,no,asian,,,,,Kraków,,,,,,,no,Lam Kieu
+48124136714,,,Mo-Fr 07:00-19:00,,,POINT (19.9662777 50.0668244),,,,,,,,,,,,,fast_food,,,,,,,,Mogilska,,,,,,yes,regional,,no,,,Kraków,,,,,,,no,Bar Smakosz
,,,,,,POINT (19.9216876 50.0272524),,,,,,,,,,,,,biergarten,,,,,,,,Wacława Lipińskiego,,,,,,limited,,,,,,Kraków,,,,,,,,Drink Bar
,,,Mo-Sa 09:00-20:00; Su 11:00-20:00,,,POINT (19.9167323 50.0724264),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,no,pizza,,no,,,,,,,,,,,Lunch bar Wolański
,,,Mo-Fr 10:00-22:00; Sa-Su 11:00-22:30,,,POINT (19.9073763 50.0757526),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,no,soup;dessert;pizza;coffee_shop,,wlan,,,,,,,,,,,Wavelove
,,,,,,POINT (19.9104424 50.0680001),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makarun
,,,Mo-Su 10:00-22:00,,,POINT (19.9609934 50.0668366),,,,,,,,,,,,,restaurant,,,,,,+48 12 411 53 31,,Generała Józefa Chłopickiego,,,,,,,regional,www.margit.krakow.pl,,,,Kraków,,,,,,,,Margit
,,,,,,POINT (19.975784 50.0828018),,,,,,,,,,,,,restaurant,,,,,,+48 12 4131237,,,,,,,,no,,http://www.milacatering.pl/,,,,,,,,,,,,Jadłodajnia Miła
,,,Mo-Fr 12:00-18:00,,,POINT (19.9221185 50.0722299),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,no,,,,,,,,,,,,,,Pierogi Domowe ZnOva
,,,,,,POINT (19.9730047 50.0254688),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,no,chinese,,no,,,,,,,,,,no,Hong HA
,,,,https://www.facebook.com/yataisushiotsumamibar/,,POINT (19.9494256 50.0450207),,,,,,,,,,,,,restaurant,,,,,,,,Rynek Podgórski,,,,,,,asian,,,,,Kraków,,,,,,,,Yatai Sushi Otsumami Bar
,,,Mo-Fr 08:00-19:00; Sa-Su 09:00-19:00,https://www.facebook.com/emigrant.coffee,,POINT (19.94826 50.0442724),,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speciality Coffee Krakow
+48 576 613 281,,,Mo-Fr 10:00-17:00; Sa 12:00-16:00; Su off,,,POINT (19.9084883 50.0718104),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,domoweprzysmaki90a@interia.pl,limited,polish,,no,,,,,,,no,,yes,,Domowy Klimat
,,,"Mo-Fr 11:30-16:00; Sa,Su,PH 11:30-15:00",,,POINT (19.8987572 50.0695588),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUNCH BAR
,,,Su-We 12:00-22:00; Th-Sa 12:00-23:00,https://trattoriacichykacik.pl/,,POINT (19.9042571 50.0628323),,,,,,,,,,,,,restaurant,,,,,,,,Daniela Chodowieckiego,,,,,,,pizza,,,,,Kraków,,,,yes,,,,Trattoria Cichy Kącik
,,,,,,POINT (19.9094069 50.0702735),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,limited,,,,,,,,,,,,,,Eden
,,,Mo-Su 11:00-22:00,,,POINT (19.9321602 50.0640243),,,,,,,,,,,,,restaurant,,,,,,,,Karmelicka,,,,,,,polish,,,,,Kraków,,,,,,,,Bar Smak
,,,Mo-Fr 11:00-16:00;Sa-Su 11:30-14:30;SH off,,,POINT (19.9172526 50.0653247),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krakus
+48126331588,,,Mo-Su 16:00-03:00,,,POINT (19.9199575 50.0673525),,,,,,,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trelkovsky Cafe
,,,Mo-Sa 11:00-21:00,,,POINT (19.9597855 50.0672335),,,,,,,,,,,,,fast_food,,,,,,,,Aleja Pułkownika Władysława Beliny-Prażmowskiego,,,,,,yes,kebab,,,,,Kraków,,,,,,,,Türk Döner Kebap
,,,Mo-Fr 10:00-18:00; Sa 10:00-15:00,,,POINT (19.9180034 50.0680747),,,,,,,,,,,,,cafe,,,,,,,,Urzędnicza,,,,,,,,,,,,Kraków,,,,,,,,Słodka Manufaktura
,,,Mo-Su 09:00-22:00,,,POINT (19.9423397 50.0661257),,,,,,,,,,,,,restaurant,,,,,,,,Plac Jana Matejki,,,,,,,regional,,wlan,,,Kraków,,,,yes,,,,Glonojad
+48 124 293 669,,,Mo-Su 12:00-20:00+,http://www.jarema.pl,,POINT (19.942659 50.0665609),,,,,,,,,,,,,restaurant,,,,,,,,Plac Jana Matejki,,,,,restauracja@jarema.pl,,regional,,,,,Kraków,,,,,,,,Jarema
,,,,,,POINT (19.9444706 50.0575275),,,,,,,,,,,,,fast_food,,,,,,,,Starowiślna,,,,,,,indian,,,,,Kraków,,,,,,,,The Masala Rolls
,,,,,,POINT (19.9431953 50.0525241),,,,,,,,,,,,,restaurant,,,,,,,,Miodowa,,,,,,,,,,,,Kraków,,,,,,,,Polska Restauracja
,,,"Mo-Fr 09:00-24:00; Sa 00:00-01:00, 09:00-24:00; Su 00:00-01:00, 09:00-20:00",,,POINT (19.9441696 50.0525335),,,,,,,,,,,,,restaurant,,,,,,+48 602691996,,,,,https://www.facebook.com/ZenitMiodowa19,,,,,,,,,,,,,,,,,Salta Resto
+48 600331922,,,12:00-02:00,https://www.pubpropaganda.pl/,,POINT (19.9439343 50.0527703),,,,,,,,,,,,,bar,,,,,,,,Miodowa,,,,,,,,,,,,Kraków,,,,,,,,Propaganda
+48 123745000,,,Mo-Su 10:00-23:00,http://trezo.pl,,POINT (19.9470123 50.0532168),,,,,,,,,,,,,restaurant,,,,,,,,Miodowa,,,,,,,,,,,,Kraków,,,,,,,,Nolio Pop
+48 12 422 04 86,,,,https://www.restauracjawarsztat.pl/,,POINT (19.9427287 50.0522478),,,,,,,,,,,,,restaurant,,,,,,,,Bożego Ciała,,,,,,,international,,,,,Kraków,,,,yes,,,,Warsztat
,,,,,,POINT (19.9431722 50.0503807),,,,,,,,,,,,,restaurant,,,,,,,,Józefa,,,,,,,sushi,,,,,Kraków,,,,,,,,Youmiko Sushi
+48 12 422 24 24,,,"Mo-Su 12:00-22:00; Fr,Sa 12:00-23:00",http://en.edosushi.pl/,,POINT (19.9429103 50.052114),,,,,,,,,,,,,restaurant,,,,,,,,Bożego Ciała,,,,,rezerwacja@edosushi.pl,,japanese,,,,,Kraków,,,,yes,,,outside,Edo Sushi Bar
,,,Tu-Su 13:00-22:00,https://www.facebook.com/Tbilisuri/,,POINT (19.9428017 50.0508004),,,,,,,,,,,,,restaurant,,,,,,,,Beera Meiselsa,,,,,,,georgian,,,,,Kraków,,,,,,,,Tbilisuri
,,,Tu-Fr 16:00-22:00; Sa 13:00-22:00; Su 13:00-21:00,,,POINT (19.9427409 50.0503478),,,,,,,,,,,,,restaurant,,,,,,,,Krakowska,,,,,,,,,,,,Kraków,,,,,,,,Hawajskie Niebo w Gębie
,,,,,,POINT (19.9405455 50.0529205),,,,,,,,,,,,,restaurant,,,,,,,,Stradomska,,,,,,,seafood,,,,,Kraków,,,,,,,,John Dory
,,,,,,POINT (19.9407569 50.0526587),,,,,,,,,,,,,restaurant,,,,,,,,Stradomska,,,,,,,mediterranean,,,,,Kraków,,,,,,,,Gaia
,,,Mo-Sa 13:00-22:00; Su 13:00-18:00,https://podbaranem.com/,,POINT (19.9401577 50.0547876),,,,,,,,,,,,,restaurant,,,,,,,,Świętej Gertrudy,,,,,,,polish,,,,,Kraków,,,,,,,,Pod Baranem
,,,"Mo-Fr 07:00-20:00; Sa,Su 07:00-20:00",,,POINT (19.9394942 50.0536367),,,,,,,,,,,,,cafe,,,,,,,,Stradomska,,,,,,,,,,,,Kraków,,,,no,,,,Lajkonik
+48886803295,,,Mo-Fr 11:00-21:00; Sa-Su 12:00-21:00,https://www.woloveburgers.pl/,,POINT (19.9972315 50.0959616),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,Kraków,,,,,,,,Wolove Burgers
,,,Mo-Fr 12:00-16:00,,,POINT (20.0193351 50.0906473),,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,,,,Kraków,,,,,,,,Bistro Śmietanka Nowochucka
,,,,,,POINT (20.0095578 50.084781),,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,pizza,,,,,Kraków,,,,,,only,,Miami
